[L02BA01, tamoxifen, The serum concentration of Afatinib can be increased when it is combined with Tamoxifen.]
[L01CB02, teniposide, Afatinib may decrease the excretion rate of Teniposide which could result in a higher serum level.]
[B01AE07, dabigatran etexilate, The serum concentration of Dabigatran etexilate can be increased when it is combined with Afatinib.]
[G03BA03, testosterone, Afatinib may decrease the excretion rate of Testosterone which could result in a higher serum level.]
[S01HA03, tetracaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Tetracaine.]
[V04CJ01, thyrotropin, The therapeutic efficacy of Thyrotropin can be decreased when used in combination with Afatinib.]
[V04CJ02, thyrotropin-releasing hormone, The therapeutic efficacy of Protirelin can be decreased when used in combination with Afatinib.]
[N06AX05, trazodone, The serum concentration of Afatinib can be decreased when it is combined with Trazodone.]
[N06AA06, trimipramine, The serum concentration of Trimipramine can be increased when it is combined with Afatinib.]
[L01EX04, vandetanib, The serum concentration of Afatinib can be increased when it is combined with Vandetanib.]
[A10BH05, linagliptin, The serum concentration of Afatinib can be increased when it is combined with Linagliptin.]
[J05AP02, telaprevir, The serum concentration of Afatinib can be increased when it is combined with Telaprevir.]
[J05AG05, rilpivirine, Rilpivirine may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[B01AF01, rivaroxaban, Afatinib may decrease the excretion rate of Rivaroxaban which could result in a higher serum level.]
[R03AC18, indacaterol, The serum concentration of Indacaterol can be increased when it is combined with Afatinib.]
[B01AC24, ticagrelor, The serum concentration of Afatinib can be increased when it is combined with Ticagrelor.]
[C08DA01, verapamil, The serum concentration of Afatinib can be increased when it is combined with Verapamil.]
[L01CA01, vinblastine, The serum concentration of Vinblastine can be increased when it is combined with Afatinib.]
[L01CA02, vincristine, The excretion of Vincristine can be decreased when combined with Afatinib.]
[J05AF01, zidovudine, Afatinib may decrease the excretion rate of Zidovudine which could result in a higher serum level.]
[L01EC01, vemurafenib, The serum concentration of Afatinib can be increased when it is combined with Vemurafenib.]
[L01FX05, brentuximab vedotin, The serum concentration of Brentuximab vedotin can be increased when it is combined with Afatinib.]
[L01ED01, crizotinib, The serum concentration of Afatinib can be increased when it is combined with Crizotinib.]
[A02BC04, rabeprazole, Rabeprazole may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[J02AC03, voriconazole, The serum concentration of Afatinib can be increased when it is combined with Voriconazole.]
[L01XJ01, vismodegib, Vismodegib may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01EK01, axitinib, The serum concentration of Axitinib can be increased when it is combined with Afatinib.]
[R07AX02, ivacaftor, The serum concentration of Afatinib can be increased when it is combined with Ivacaftor.]
[B03XA04, peginesatide, The risk or severity of Thrombosis can be increased when Peginesatide is combined with Afatinib.]
[L01BC05, gemcitabine, The serum concentration of Gemcitabine can be increased when it is combined with Afatinib.]
[G04BE10, avanafil, Avanafil may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[G04BD12, mirabegron, The serum concentration of Afatinib can be increased when it is combined with Mirabegron.]
[L01XG02, carfilzomib, The serum concentration of Afatinib can be increased when it is combined with Carfilzomib.]
[V03AX03, cobicistat, The serum concentration of Afatinib can be increased when it is combined with Cobicistat.]
[L01EA04, bosutinib, The serum concentration of Bosutinib can be increased when it is combined with Afatinib.]
[L04AA31, teriflunomide, Teriflunomide may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01EX05, regorafenib, The serum concentration of Afatinib can be increased when it is combined with Regorafenib.]
[J05AE04, nelfinavir, Nelfinavir may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01AA09, bendamustine, The serum concentration of Bendamustine can be increased when it is combined with Afatinib.]
[N06DA02, donepezil, Afatinib may decrease the excretion rate of Donepezil which could result in a higher serum level.]
[G04BE03, sildenafil, The serum concentration of Afatinib can be increased when it is combined with Sildenafil.]
[L01EA05, ponatinib, The serum concentration of Afatinib can be increased when it is combined with Ponatinib.]
[B01AF02, apixaban, Afatinib may decrease the excretion rate of Apixaban which could result in a higher serum level.]
[C10AX12, lomitapide, The serum concentration of Afatinib can be increased when it is combined with Lomitapide.]
[L04AX06, pomalidomide, The serum concentration of Pomalidomide can be increased when it is combined with Afatinib.]
[A10BK02, canagliflozin, The serum concentration of Afatinib can be increased when it is combined with Canagliflozin.]
[A06AX06, tegaserod, Afatinib may decrease the excretion rate of Tegaserod which could result in a higher serum level.]
[H03AA04, tiratricol, The therapeutic efficacy of Tiratricol can be decreased when used in combination with Afatinib.]
[R02AD01, benzocaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Benzocaine.]
[M01AH01, celecoxib, Afatinib may decrease the excretion rate of Celecoxib which could result in a higher serum level.]
[L04AA18, everolimus, The serum concentration of Afatinib can be increased when it is combined with Everolimus.]
[L01EC02, dabrafenib, The serum concentration of Dabrafenib can be increased when it is combined with Afatinib.]
[P03AX06, benzyl alcohol, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Benzyl alcohol.]
[H05AA03, parathyroid hormone, The therapeutic efficacy of Parathyroid hormone can be decreased when used in combination with Afatinib.]
[S01AA13, fusidic acid, Fusidic acid may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[J05AJ03, dolutegravir, Afatinib may decrease the excretion rate of Dolutegravir which could result in a higher serum level.]
[C02KX05, riociguat, Afatinib may decrease the excretion rate of Riociguat which could result in a higher serum level.]
[J05AP05, simeprevir, The serum concentration of Afatinib can be increased when it is combined with Simeprevir.]
[J05AP08, sofosbuvir, Afatinib may decrease the excretion rate of Sofosbuvir which could result in a higher serum level.]
[L01ED02, ceritinib, The serum concentration of Ceritinib can be increased when it is combined with Afatinib.]
[B01AC26, vorapaxar, The serum concentration of Afatinib can be increased when it is combined with Vorapaxar.]
[L01XH04, belinostat, The serum concentration of Belinostat can be increased when it is combined with Afatinib.]
[L01EM01, idelalisib, Afatinib may decrease the excretion rate of Idelalisib which could result in a higher serum level.]
[N07XX08, tafamidis, The serum concentration of Afatinib can be increased when it is combined with Tafamidis.]
[N05CM19, suvorexant, The serum concentration of Afatinib can be increased when it is combined with Suvorexant.]
[A16AX10, eliglustat, The serum concentration of Afatinib can be increased when it is combined with Eliglustat.]
[A06AH03, naloxegol, The serum concentration of Naloxegol can be increased when it is combined with Afatinib.]
[L01EX09, nintedanib, The serum concentration of Nintedanib can be increased when it is combined with Afatinib.]
[J05AP09, dasabuvir, Dasabuvir may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[B01AF03, edoxaban, The serum concentration of Edoxaban can be increased when it is combined with Afatinib.]
[L01EF01, palbociclib, The serum concentration of Afatinib can be increased when it is combined with Palbociclib.]
[L01EX08, lenvatinib, Afatinib may decrease the excretion rate of Lenvatinib which could result in a higher serum level.]
[L01XH03, panobinostat, The serum concentration of Panobinostat can be increased when it is combined with Afatinib.]
[J05AP07, daclatasvir, The serum concentration of Afatinib can be increased when it is combined with Daclatasvir.]
[N02BE01, acetaminophen, The serum concentration of Acetaminophen can be increased when it is combined with Afatinib.]
[J05AP06, asunaprevir, The serum concentration of Afatinib can be increased when it is combined with Asunaprevir.]
[A04AD14, rolapitant, The serum concentration of Afatinib can be increased when it is combined with Rolapitant.]
[G02CX02, flibanserin, The serum concentration of Afatinib can be increased when it is combined with Flibanserin.]
[A02BC03, lansoprazole, Lansoprazole may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[J02AC05, isavuconazole, The serum concentration of Afatinib can be increased when it is combined with Isavuconazole.]
[L01EB04, osimertinib, The serum concentration of Osimertinib can be increased when it is combined with Afatinib.]
[J05AF13, tenofovir alafenamide, The serum concentration of Tenofovir alafenamide can be increased when it is combined with Afatinib.]
[L01EE02, cobimetinib, The serum concentration of Cobimetinib can be increased when it is combined with Afatinib.]
[L01ED03, alectinib, Alectinib may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[B01AC27, selexipag, The serum concentration of Selexipag can be increased when it is combined with Afatinib.]
[J05AP10, elbasvir, Elbasvir may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[J05AP11, grazoprevir, Grazoprevir may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01XX52, venetoclax, The serum concentration of Afatinib can be increased when it is combined with Venetoclax.]
[N01BB01, bupivacaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Bupivacaine.]
[N07BC01, buprenorphine, Buprenorphine may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01XX27, arsenic trioxide, The serum concentration of Afatinib can be increased when it is combined with Arsenic trioxide.]
[M02AA03, clofezone, Rabeprazole may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01XK03, rucaparib, Afatinib may decrease the excretion rate of Rucaparib which could result in a higher serum level.]
[N06BC01, caffeine, Caffeine may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[S01HA02, benoxinate, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Oxybuprocaine.]
[J05AE09, tipranavir, The serum concentration of Afatinib can be increased when it is combined with Tipranavir.]
[H03BA03, benzylthiouracil, The therapeutic efficacy of Benzylthiouracil can be decreased when used in combination with Afatinib.]
[H05AA04, abaloparatide, The therapeutic efficacy of Abaloparatide can be decreased when used in combination with Afatinib.]
[L01ED04, brigatinib, Afatinib may decrease the excretion rate of Brigatinib which could result in a higher serum level.]
[N04BD03, safinamide, Safinamide may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[J01MA23, delafloxacin, Afatinib may decrease the excretion rate of Delafloxacin which could result in a higher serum level.]
[B01AF04, betrixaban, The serum concentration of Betrixaban can be increased when it is combined with Afatinib.]
[L01XX59, enasidenib, The serum concentration of Afatinib can be increased when it is combined with Enasidenib.]
[L01EH02, neratinib, The serum concentration of Afatinib can be increased when it is combined with Neratinib.]
[L01FB01, inotuzumab ozogamicin, The serum concentration of Inotuzumab ozogamicin can be increased when it is combined with Afatinib.]
[L01EM02, copanlisib, The serum concentration of Copanlisib can be increased when it is combined with Afatinib.]
[L01EF03, abemaciclib, The serum concentration of Abemaciclib can be increased when it is combined with Afatinib.]
[C07AB07, bisoprolol, The serum concentration of Bisoprolol can be increased when it is combined with Afatinib.]
[J05AX18, letermovir, Letermovir may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[C01AA02, acetyldigoxins, Afatinib may decrease the excretion rate of Acetyldigoxin which could result in a higher serum level.]
[N01BX04, capsaicin, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Capsaicin.]
[A10BK04, ertugliflozin, Afatinib may decrease the excretion rate of Ertugliflozin which could result in a higher serum level.]
[L02BB05, apalutamide, The serum concentration of Afatinib can be decreased when it is combined with Apalutamide.]
[H03BB01, carbimazole, The therapeutic efficacy of Carbimazole can be decreased when used in combination with Afatinib.]
[C07AG02, carvedilol, The serum concentration of Afatinib can be increased when it is combined with Carvedilol.]
[B02BX09, fostamatinib, Fostamatinib may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[N03AX24, cannabidiol, Cannabidiol may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[B02BX08, avatrombopag, Avatrombopag may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01EE03, binimetinib, The serum concentration of Binimetinib can be increased when it is combined with Afatinib.]
[H01CC03, elagolix, The serum concentration of Afatinib can be increased when it is combined with Elagolix.]
[N03AX17, stiripentol, The excretion of Afatinib can be decreased when combined with Stiripentol.]
[B02BX07, lusutrombopag, Afatinib may decrease the excretion rate of Lusutrombopag which could result in a higher serum level.]
[L01EM04, duvelisib, Afatinib may decrease the excretion rate of Duvelisib which could result in a higher serum level.]
[L01EB07, dacomitinib, The serum concentration of Afatinib can be increased when it is combined with Dacomitinib.]
[J01AA14, sarecycline, The serum concentration of Afatinib can be increased when it is combined with Sarecycline.]
[J01AA15, omadacycline, The serum concentration of Omadacycline can be increased when it is combined with Afatinib.]
[N01BA04, chloroprocaine, The risk or severity of methemoglobinemia can be increased when Afatinib is combined with Chloroprocaine.]
[L01XK04, talazoparib, The serum concentration of Talazoparib can be increased when it is combined with Afatinib.]
[R03BB08, revefenacin, Afatinib may decrease the excretion rate of Revefenacin which could result in a higher serum level.]
[L01ED05, lorlatinib, The serum concentration of Afatinib can be decreased when it is combined with Lorlatinib.]
[L01EX12, larotrectinib, The serum concentration of Larotrectinib can be increased when it is combined with Afatinib.]
[L01EX13, gilteritinib, Gilteritinib may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01XJ03, glasdegib, The serum concentration of Afatinib can be increased when it is combined with Glasdegib.]
[A06AX05, prucalopride, The serum concentration of Prucalopride can be increased when it is combined with Afatinib.]
[J01FA09, clarithromycin, The serum concentration of Afatinib can be increased when it is combined with Clarithromycin.]
[L01EN01, erdafitinib, The serum concentration of Afatinib can be increased when it is combined with Erdafitinib.]
[N05BA09, clobazam, The serum concentration of Clobazam can be increased when it is combined with Afatinib.]
[L01EM03, alpelisib, The serum concentration of Alpelisib can be increased when it is combined with Afatinib.]
[L02BB06, darolutamide, The serum concentration of Afatinib can be increased when it is combined with Darolutamide.]
[L01EJ02, fedratinib, The serum concentration of Afatinib can be increased when it is combined with Fedratinib.]
[L01EX14, entrectinib, The serum concentration of Afatinib can be increased when it is combined with Entrectinib.]
[N07XX11, pitolisant, The serum concentration of Afatinib can be increased when it is combined with Pitolisant.]
[J01XX12, lefamulin, Afatinib may decrease the excretion rate of Lefamulin which could result in a higher serum level.]
[N04CX01, istradefylline, The serum concentration of Afatinib can be increased when it is combined with Istradefylline.]
[J01XX09, daptomycin, The serum concentration of Daptomycin can be increased when it is combined with Afatinib.]
[N02CC08, lasmiditan, The serum concentration of Afatinib can be increased when it is combined with Lasmiditan.]
[N02CD04, ubrogepant, The serum concentration of Ubrogepant can be increased when it is combined with Afatinib.]
[L01FX13, enfortumab vedotin, The serum concentration of Enfortumab vedotin can be increased when it is combined with Afatinib.]
[N05CM21, lemborexant, The serum concentration of Lemborexant can be increased when it is combined with Afatinib.]
[L01XX72, tazemetostat, Afatinib may decrease the excretion rate of Tazemetostat which could result in a higher serum level.]
[N02CD06, rimegepant, The serum concentration of Rimegepant can be increased when it is combined with Afatinib.]
[L04AA38, ozanimod, Afatinib may decrease the excretion rate of Ozanimod which could result in a higher serum level.]
[L01EE04, selumetinib, Afatinib may decrease the excretion rate of Selumetinib which could result in a higher serum level.]
[C01BD07, dronedarone, The serum concentration of Afatinib can be increased when it is combined with Dronedarone.]
[L01EH03, tucatinib, Tucatinib may decrease the excretion rate of Afatinib which could result in a higher serum level.]
[L01EX17, capmatinib, The serum concentration of Afatinib can be increased when it is combined with Capmatinib.]
[L01EX19, ripretinib, The serum concentration of Afatinib can be increased when it is combined with Ripretinib.]
